DatePST,TimePST,EvaluationCount,Price,EMA7,DeviationPct,Bias,Reason
2026-03-30,16:57:30,2403,23029.75,23030.07,0.001,None,Bias not met
2026-03-30,16:57:30,2404,23029.75,23029.99,0.001,None,Bias not met
2026-03-30,16:57:30,2405,23029.50,23029.87,0.002,None,Bias not met
2026-03-30,16:57:30,2406,23029.50,23029.78,0.001,None,Bias not met
2026-03-30,16:57:30,2407,23029.25,23029.65,0.002,None,Bias not met
2026-03-30,16:57:30,2408,23029.00,23029.48,0.002,None,Bias not met
2026-03-30,16:57:30,2409,23029.00,23029.36,0.002,None,Bias not met
2026-03-30,16:57:30,2410,23029.00,23029.27,0.001,None,Bias not met
2026-03-30,16:57:30,2411,23029.00,23029.20,0.001,None,Bias not met
2026-03-30,16:57:30,2412,23028.75,23029.09,0.001,None,Bias not met
2026-03-30,16:57:30,2413,23028.75,23029.01,0.001,None,Bias not met
2026-03-30,16:57:30,2414,23028.75,23028.94,0.001,None,Bias not met
2026-03-30,16:57:30,2415,23028.75,23028.89,0.001,None,Bias not met
2026-03-30,16:57:30,2416,23028.50,23028.80,0.001,None,Bias not met
2026-03-30,16:57:30,2417,23028.50,23028.72,0.001,None,Bias not met
2026-03-30,16:57:30,2418,23028.50,23028.67,0.001,None,Bias not met
2026-03-30,16:57:30,2419,23028.50,23028.62,0.001,None,Bias not met
2026-03-30,16:57:30,2420,23028.25,23028.53,0.001,None,Bias not met
2026-03-30,16:57:30,2421,23028.25,23028.46,0.001,None,Bias not met
2026-03-30,16:57:30,2422,23028.25,23028.41,0.001,None,Bias not met
2026-03-30,16:57:30,2423,23028.25,23028.37,0.001,None,Bias not met
2026-03-30,16:57:30,2424,23028.25,23028.34,0.000,None,Bias not met
2026-03-30,16:57:30,2425,23028.00,23028.25,0.001,None,Bias not met
2026-03-30,16:57:30,2426,23028.00,23028.19,0.001,None,Bias not met
2026-03-30,16:57:30,2427,23028.00,23028.14,0.001,None,Bias not met
2026-03-30,16:57:30,2428,23028.75,23028.29,0.002,None,Bias not met
2026-03-30,16:57:30,2429,23028.25,23028.28,0.000,None,Bias not met
2026-03-30,16:57:30,2430,23028.00,23028.21,0.001,None,Bias not met
2026-03-30,16:57:30,2431,23027.75,23028.10,0.002,None,Bias not met
2026-03-30,16:57:30,2432,23027.75,23028.01,0.001,None,Bias not met
2026-03-30,16:57:30,2433,23027.75,23027.95,0.001,None,Bias not met
2026-03-30,16:57:30,2434,23027.75,23027.90,0.001,None,Bias not met
2026-03-30,16:57:30,2435,23027.75,23027.86,0.000,None,Bias not met
2026-03-30,16:57:30,2436,23027.75,23027.83,0.000,None,Bias not met
2026-03-30,16:57:30,2437,23027.75,23027.81,0.000,None,Bias not met
2026-03-30,16:57:30,2438,23027.50,23027.73,0.001,None,Bias not met
2026-03-30,16:57:30,2439,23027.25,23027.61,0.002,None,Bias not met
2026-03-30,16:57:30,2440,23027.00,23027.46,0.002,None,Bias not met
2026-03-30,16:57:30,2441,23027.00,23027.34,0.001,None,Bias not met
2026-03-30,16:57:30,2442,23027.00,23027.26,0.001,None,Bias not met
2026-03-30,16:57:30,2443,23027.00,23027.19,0.001,None,Bias not met
2026-03-30,16:57:30,2444,23027.00,23027.15,0.001,None,Bias not met
2026-03-30,16:57:30,2445,23027.25,23027.17,0.000,None,Bias not met
2026-03-30,16:57:30,2446,23027.25,23027.19,0.000,None,Bias not met
2026-03-30,16:57:30,2447,23027.25,23027.21,0.000,None,Bias not met
2026-03-30,16:57:30,2448,23027.25,23027.22,0.000,None,Bias not met
2026-03-30,16:57:30,2449,23027.50,23027.29,0.001,None,Bias not met
2026-03-30,16:57:30,2450,23027.50,23027.34,0.001,None,Bias not met
2026-03-30,16:57:30,2451,23026.75,23027.19,0.002,None,Bias not met
2026-03-30,16:57:30,2452,23026.75,23027.08,0.001,None,Bias not met
2026-03-30,16:57:30,2453,23027.00,23027.06,0.000,None,Bias not met
2026-03-30,16:57:30,2454,23027.25,23027.11,0.001,None,Bias not met
2026-03-30,16:57:30,2455,23026.75,23027.02,0.001,None,Bias not met
2026-03-30,16:57:30,2456,23027.00,23027.01,0.000,None,Bias not met
2026-03-30,16:57:31,2457,23027.00,23027.01,0.000,None,Bias not met
2026-03-30,16:57:31,2458,23026.50,23026.88,0.002,None,Bias not met
2026-03-30,16:57:31,2459,23026.25,23026.72,0.002,None,Bias not met
2026-03-30,16:57:31,2460,23026.25,23026.61,0.002,None,Bias not met
2026-03-30,16:57:32,2461,23026.75,23026.64,0.000,None,Bias not met
2026-03-30,16:57:32,2462,23026.50,23026.61,0.000,None,Bias not met
2026-03-30,16:57:32,2463,23027.25,23026.77,0.002,None,Bias not met
2026-03-30,16:57:32,2464,23027.00,23026.83,0.001,None,Bias not met
2026-03-30,16:57:32,2465,23027.00,23026.87,0.001,None,Bias not met
2026-03-30,16:57:32,2466,23027.00,23026.90,0.000,None,Bias not met
2026-03-30,16:57:32,2467,23027.00,23026.93,0.000,None,Bias not met
2026-03-30,16:57:32,2468,23027.00,23026.94,0.000,None,Bias not met
2026-03-30,16:57:32,2469,23026.75,23026.90,0.001,None,Bias not met
2026-03-30,16:57:32,2470,23026.75,23026.86,0.000,None,Bias not met
2026-03-30,16:57:32,2471,23026.50,23026.77,0.001,None,Bias not met
2026-03-30,16:57:32,2472,23026.25,23026.64,0.002,None,Bias not met
2026-03-30,16:57:32,2473,23026.25,23026.54,0.001,None,Bias not met
2026-03-30,16:57:32,2474,23026.00,23026.41,0.002,None,Bias not met
2026-03-30,16:57:32,2475,23026.00,23026.31,0.001,None,Bias not met
2026-03-30,16:57:32,2476,23025.75,23026.17,0.002,None,Bias not met
2026-03-30,16:57:32,2477,23025.75,23026.06,0.001,None,Bias not met
2026-03-30,16:57:32,2478,23025.75,23025.98,0.001,None,Bias not met
2026-03-30,16:57:32,2479,23025.75,23025.93,0.001,None,Bias not met
2026-03-30,16:57:32,2480,23025.50,23025.82,0.001,None,Bias not met
2026-03-30,16:57:32,2481,23025.50,23025.74,0.001,None,Bias not met
2026-03-30,16:57:32,2482,23026.00,23025.80,0.001,None,Bias not met
2026-03-30,16:57:32,2483,23026.25,23025.92,0.001,None,Bias not met
2026-03-30,16:57:32,2484,23026.75,23026.12,0.003,None,Bias not met
2026-03-30,16:57:33,2485,23026.75,23026.28,0.002,None,Bias not met
2026-03-30,16:57:33,2486,23027.00,23026.46,0.002,None,Bias not met
2026-03-30,16:57:33,2487,23027.50,23026.72,0.003,None,Bias not met
2026-03-30,16:57:33,2488,23027.25,23026.85,0.002,None,Bias not met
2026-03-30,16:57:33,2489,23027.25,23026.95,0.001,None,Bias not met
2026-03-30,16:57:33,2490,23027.00,23026.96,0.000,None,Bias not met
2026-03-30,16:57:33,2491,23026.25,23026.79,0.002,None,Bias not met
2026-03-30,16:57:33,2492,23026.25,23026.65,0.002,None,Bias not met
2026-03-30,16:57:33,2493,23026.25,23026.55,0.001,None,Bias not met
2026-03-30,16:57:33,2494,23026.25,23026.48,0.001,None,Bias not met
2026-03-30,16:57:33,2495,23026.00,23026.36,0.002,None,Bias not met
2026-03-30,16:57:33,2496,23026.00,23026.27,0.001,None,Bias not met
2026-03-30,16:57:33,2497,23026.00,23026.20,0.001,None,Bias not met
2026-03-30,16:57:33,2498,23026.00,23026.15,0.001,None,Bias not met
2026-03-30,16:57:33,2499,23026.00,23026.11,0.000,None,Bias not met
2026-03-30,16:57:33,2500,23025.75,23026.02,0.001,None,Bias not met
2026-03-30,16:57:33,2501,23025.75,23025.95,0.001,None,Bias not met
2026-03-30,16:57:33,2502,23025.75,23025.90,0.001,None,Bias not met
2026-03-30,16:57:33,2503,23025.75,23025.86,0.000,None,Bias not met
2026-03-30,16:57:33,2504,23025.75,23025.84,0.000,None,Bias not met
2026-03-30,16:57:33,2505,23025.75,23025.81,0.000,None,Bias not met
2026-03-30,16:57:33,2506,23025.75,23025.80,0.000,None,Bias not met
2026-03-30,16:57:33,2507,23025.75,23025.79,0.000,None,Bias not met
2026-03-30,16:57:33,2508,23025.50,23025.71,0.001,None,Bias not met
2026-03-30,16:57:33,2509,23025.50,23025.66,0.001,None,Bias not met
2026-03-30,16:57:33,2510,23025.50,23025.62,0.001,None,Bias not met
2026-03-30,16:57:33,2511,23025.50,23025.59,0.000,None,Bias not met
2026-03-30,16:57:33,2512,23025.50,23025.57,0.000,None,Bias not met
2026-03-30,16:57:33,2513,23025.50,23025.55,0.000,None,Bias not met
2026-03-30,16:57:33,2514,23025.25,23025.48,0.001,None,Bias not met
2026-03-30,16:57:33,2515,23025.25,23025.42,0.001,None,Bias not met
2026-03-30,16:57:33,2516,23025.25,23025.38,0.001,None,Bias not met
2026-03-30,16:57:33,2517,23025.25,23025.35,0.000,None,Bias not met
2026-03-30,16:57:33,2518,23025.25,23025.32,0.000,None,Bias not met
2026-03-30,16:57:33,2519,23025.00,23025.24,0.001,None,Bias not met
2026-03-30,16:57:33,2520,23025.00,23025.18,0.001,None,Bias not met
2026-03-30,16:57:33,2521,23025.00,23025.14,0.001,None,Bias not met
2026-03-30,16:57:33,2522,23025.00,23025.10,0.000,None,Bias not met
2026-03-30,16:57:33,2523,23025.00,23025.08,0.000,None,Bias not met
2026-03-30,16:57:33,2524,23025.00,23025.06,0.000,None,Bias not met
2026-03-30,16:57:33,2525,23025.00,23025.04,0.000,None,Bias not met
2026-03-30,16:57:33,2526,23025.00,23025.03,0.000,None,Bias not met
2026-03-30,16:57:33,2527,23025.00,23025.02,0.000,None,Bias not met
2026-03-30,16:57:33,2528,23025.00,23025.02,0.000,None,Bias not met
2026-03-30,16:57:33,2529,23025.00,23025.01,0.000,None,Bias not met
2026-03-30,16:57:33,2530,23025.00,23025.01,0.000,None,Bias not met
2026-03-30,16:57:33,2531,23025.00,23025.01,0.000,None,Bias not met
2026-03-30,16:57:33,2532,23025.00,23025.01,0.000,None,Bias not met
2026-03-30,16:57:33,2533,23025.00,23025.00,0.000,None,Bias not met
2026-03-30,16:57:33,2534,23025.00,23025.00,0.000,None,Bias not met
2026-03-30,16:57:33,2535,23024.75,23024.94,0.001,None,Bias not met
2026-03-30,16:57:33,2536,23024.75,23024.89,0.001,None,Bias not met
2026-03-30,16:57:33,2537,23024.75,23024.86,0.000,None,Bias not met
2026-03-30,16:57:33,2538,23024.75,23024.83,0.000,None,Bias not met
2026-03-30,16:57:33,2539,23024.75,23024.81,0.000,None,Bias not met
2026-03-30,16:57:33,2540,23024.50,23024.73,0.001,None,Bias not met
2026-03-30,16:57:33,2541,23024.50,23024.67,0.001,None,Bias not met
2026-03-30,16:57:33,2542,23024.50,23024.63,0.001,None,Bias not met
2026-03-30,16:57:33,2543,23024.50,23024.60,0.000,None,Bias not met
2026-03-30,16:57:33,2544,23024.50,23024.57,0.000,None,Bias not met
2026-03-30,16:57:33,2545,23024.50,23024.56,0.000,None,Bias not met
2026-03-30,16:57:33,2546,23024.50,23024.54,0.000,None,Bias not met
2026-03-30,16:57:33,2547,23024.50,23024.53,0.000,None,Bias not met
2026-03-30,16:57:33,2548,23024.25,23024.46,0.001,None,Bias not met
2026-03-30,16:57:33,2549,23024.25,23024.41,0.001,None,Bias not met
2026-03-30,16:57:33,2550,23024.25,23024.37,0.001,None,Bias not met
2026-03-30,16:57:33,2551,23024.25,23024.34,0.000,None,Bias not met
2026-03-30,16:57:33,2552,23024.25,23024.32,0.000,None,Bias not met
2026-03-30,16:57:33,2553,23024.25,23024.30,0.000,None,Bias not met
2026-03-30,16:57:33,2554,23024.25,23024.29,0.000,None,Bias not met
2026-03-30,16:57:33,2555,23024.25,23024.28,0.000,None,Bias not met
2026-03-30,16:57:33,2556,23024.25,23024.27,0.000,None,Bias not met
2026-03-30,16:57:33,2557,23024.25,23024.27,0.000,None,Bias not met
2026-03-30,16:57:33,2558,23024.00,23024.20,0.001,None,Bias not met
2026-03-30,16:57:33,2559,23024.00,23024.15,0.001,None,Bias not met
2026-03-30,16:57:33,2560,23024.00,23024.11,0.000,None,Bias not met
2026-03-30,16:57:33,2561,23024.00,23024.08,0.000,None,Bias not met
2026-03-30,16:57:33,2562,23024.00,23024.06,0.000,None,Bias not met
2026-03-30,16:57:33,2563,23024.00,23024.05,0.000,None,Bias not met
2026-03-30,16:57:33,2564,23024.00,23024.04,0.000,None,Bias not met
2026-03-30,16:57:33,2565,23024.00,23024.03,0.000,None,Bias not met
2026-03-30,16:57:33,2566,23024.00,23024.02,0.000,None,Bias not met
2026-03-30,16:57:33,2567,23023.75,23023.95,0.001,None,Bias not met
2026-03-30,16:57:33,2568,23023.75,23023.90,0.001,None,Bias not met
2026-03-30,16:57:33,2569,23023.75,23023.86,0.000,None,Bias not met
2026-03-30,16:57:33,2570,23023.75,23023.84,0.000,None,Bias not met
2026-03-30,16:57:33,2571,23023.75,23023.81,0.000,None,Bias not met
2026-03-30,16:57:33,2572,23023.50,23023.74,0.001,None,Bias not met
2026-03-30,16:57:33,2573,23023.50,23023.68,0.001,None,Bias not met
2026-03-30,16:57:33,2574,23023.50,23023.63,0.001,None,Bias not met
2026-03-30,16:57:33,2575,23023.50,23023.60,0.000,None,Bias not met
2026-03-30,16:57:33,2576,23023.50,23023.57,0.000,None,Bias not met
2026-03-30,16:57:33,2577,23023.25,23023.49,0.001,None,Bias not met
2026-03-30,16:57:33,2578,23023.25,23023.43,0.001,None,Bias not met
2026-03-30,16:57:33,2579,23023.25,23023.39,0.001,None,Bias not met
2026-03-30,16:57:33,2580,23023.25,23023.35,0.000,None,Bias not met
2026-03-30,16:57:33,2581,23023.25,23023.33,0.000,None,Bias not met
2026-03-30,16:57:33,2582,23023.25,23023.31,0.000,None,Bias not met
2026-03-30,16:57:33,2583,23023.00,23023.23,0.001,None,Bias not met
2026-03-30,16:57:33,2584,23023.00,23023.17,0.001,None,Bias not met
2026-03-30,16:57:33,2585,23023.00,23023.13,0.001,None,Bias not met
2026-03-30,16:57:33,2586,23023.00,23023.10,0.000,None,Bias not met
2026-03-30,16:57:33,2587,23023.00,23023.07,0.000,None,Bias not met
2026-03-30,16:57:33,2588,23023.00,23023.05,0.000,None,Bias not met
2026-03-30,16:57:33,2589,23023.00,23023.04,0.000,None,Bias not met
2026-03-30,16:57:33,2590,23023.00,23023.03,0.000,None,Bias not met
2026-03-30,16:57:33,2591,23023.00,23023.02,0.000,None,Bias not met
2026-03-30,16:57:33,2592,23023.00,23023.02,0.000,None,Bias not met
2026-03-30,16:57:33,2593,23022.75,23022.95,0.001,None,Bias not met
2026-03-30,16:57:33,2594,23022.75,23022.90,0.001,None,Bias not met
2026-03-30,16:57:33,2595,23022.75,23022.86,0.000,None,Bias not met
2026-03-30,16:57:33,2596,23022.75,23022.83,0.000,None,Bias not met
2026-03-30,16:57:33,2597,23022.75,23022.81,0.000,None,Bias not met
2026-03-30,16:57:33,2598,23022.75,23022.80,0.000,None,Bias not met
2026-03-30,16:57:33,2599,23022.75,23022.79,0.000,None,Bias not met
2026-03-30,16:57:33,2600,23022.75,23022.78,0.000,None,Bias not met
2026-03-30,16:57:33,2601,23022.75,23022.77,0.000,None,Bias not met
2026-03-30,16:57:33,2602,23022.75,23022.77,0.000,None,Bias not met
2026-03-30,16:57:33,2603,23022.50,23022.70,0.001,None,Bias not met
2026-03-30,16:57:33,2604,23022.50,23022.65,0.001,None,Bias not met
2026-03-30,16:57:33,2605,23022.50,23022.61,0.000,None,Bias not met
2026-03-30,16:57:33,2606,23022.50,23022.58,0.000,None,Bias not met
2026-03-30,16:57:33,2607,23022.50,23022.56,0.000,None,Bias not met
2026-03-30,16:57:33,2608,23022.25,23022.48,0.001,None,Bias not met
2026-03-30,16:57:33,2609,23022.25,23022.43,0.001,None,Bias not met
2026-03-30,16:57:33,2610,23022.25,23022.38,0.001,None,Bias not met
2026-03-30,16:57:33,2611,23022.25,23022.35,0.000,None,Bias not met
2026-03-30,16:57:33,2612,23022.25,23022.32,0.000,None,Bias not met
2026-03-30,16:57:33,2613,23022.25,23022.31,0.000,None,Bias not met
2026-03-30,16:57:33,2614,23022.25,23022.29,0.000,None,Bias not met
2026-03-30,16:57:33,2615,23022.25,23022.28,0.000,None,Bias not met
2026-03-30,16:57:33,2616,23022.25,23022.27,0.000,None,Bias not met
2026-03-30,16:57:33,2617,23022.25,23022.27,0.000,None,Bias not met
2026-03-30,16:57:33,2618,23022.25,23022.26,0.000,None,Bias not met
2026-03-30,16:57:33,2619,23026.00,23023.20,0.012,None,Bias not met
2026-03-30,16:57:33,2620,23025.75,23023.84,0.008,None,Bias not met
2026-03-30,16:57:33,2621,23025.75,23024.31,0.006,None,Bias not met
2026-03-30,16:57:33,2622,23025.75,23024.67,0.005,None,Bias not met
2026-03-30,16:57:33,2623,23026.00,23025.00,0.004,None,Bias not met
2026-03-30,16:57:33,2624,23026.00,23025.25,0.003,None,Bias not met
2026-03-30,16:57:33,2625,23026.00,23025.44,0.002,None,Bias not met
2026-03-30,16:57:33,2626,23026.25,23025.64,0.003,None,Bias not met
2026-03-30,16:57:33,2627,23025.75,23025.67,0.000,None,Bias not met
2026-03-30,16:57:33,2628,23026.50,23025.88,0.003,None,Bias not met
2026-03-30,16:57:33,2629,23026.50,23026.03,0.002,None,Bias not met
2026-03-30,16:57:33,2630,23026.50,23026.15,0.002,None,Bias not met
2026-03-30,16:57:33,2631,23025.75,23026.05,0.001,None,Bias not met
2026-03-30,16:57:33,2632,23026.50,23026.16,0.001,None,Bias not met
2026-03-30,16:57:33,2633,23026.50,23026.25,0.001,None,Bias not met
2026-03-30,16:57:33,2634,23026.50,23026.31,0.001,None,Bias not met
2026-03-30,16:57:33,2635,23026.50,23026.36,0.001,None,Bias not met
2026-03-30,16:57:33,2636,23026.00,23026.27,0.001,None,Bias not met
2026-03-30,16:57:33,2637,23025.75,23026.14,0.002,None,Bias not met
2026-03-30,16:57:33,2638,23025.75,23026.04,0.001,None,Bias not met
2026-03-30,16:57:33,2639,23026.50,23026.16,0.001,None,Bias not met
2026-03-30,16:57:33,2640,23026.50,23026.24,0.001,None,Bias not met
2026-03-30,16:57:33,2641,23026.50,23026.31,0.001,None,Bias not met
2026-03-30,16:57:34,2642,23026.25,23026.29,0.000,None,Bias not met
2026-03-30,16:57:34,2643,23025.50,23026.09,0.003,None,Bias not met
2026-03-30,16:57:34,2644,23025.50,23025.95,0.002,None,Bias not met
2026-03-30,16:57:34,2645,23025.25,23025.77,0.002,None,Bias not met
2026-03-30,16:57:34,2646,23025.25,23025.64,0.002,None,Bias not met
2026-03-30,16:57:34,2647,23026.25,23025.79,0.002,None,Bias not met
2026-03-30,16:57:35,2648,23025.75,23025.78,0.000,None,Bias not met
2026-03-30,16:57:35,2649,23025.50,23025.71,0.001,None,Bias not met
2026-03-30,16:57:35,2650,23025.50,23025.66,0.001,None,Bias not met
2026-03-30,16:57:35,2651,23025.50,23025.62,0.001,None,Bias not met
2026-03-30,16:57:35,2652,23025.50,23025.59,0.000,None,Bias not met
2026-03-30,16:57:35,2653,23025.50,23025.57,0.000,None,Bias not met
2026-03-30,16:57:35,2654,23025.50,23025.55,0.000,None,Bias not met
2026-03-30,16:57:35,2655,23025.50,23025.54,0.000,None,Bias not met
2026-03-30,16:57:35,2656,23025.50,23025.53,0.000,None,Bias not met
2026-03-30,16:57:35,2657,23025.50,23025.52,0.000,None,Bias not met
2026-03-30,16:57:35,2658,23025.50,23025.52,0.000,None,Bias not met
2026-03-30,16:57:35,2659,23025.50,23025.51,0.000,None,Bias not met
2026-03-30,16:57:35,2660,23025.75,23025.57,0.001,None,Bias not met
2026-03-30,16:57:35,2661,23026.00,23025.68,0.001,None,Bias not met
2026-03-30,16:57:35,2662,23025.25,23025.57,0.001,None,Bias not met
2026-03-30,16:57:35,2663,23025.50,23025.55,0.000,None,Bias not met
2026-03-30,16:57:36,2664,23025.25,23025.48,0.001,None,Bias not met
2026-03-30,16:57:36,2665,23025.75,23025.55,0.001,None,Bias not met
2026-03-30,16:57:36,2666,23025.75,23025.60,0.001,None,Bias not met
2026-03-30,16:57:36,2667,23025.75,23025.64,0.000,None,Bias not met
2026-03-30,16:57:36,2668,23025.75,23025.66,0.000,None,Bias not met
2026-03-30,16:57:36,2669,23026.00,23025.75,0.001,None,Bias not met
2026-03-30,16:57:36,2670,23025.75,23025.75,0.000,None,Bias not met
2026-03-30,16:57:36,2671,23025.25,23025.62,0.002,None,Bias not met
2026-03-30,16:57:37,2672,23025.00,23025.47,0.002,None,Bias not met
2026-03-30,16:57:37,2673,23025.25,23025.41,0.001,None,Bias not met
2026-03-30,16:57:37,2674,23025.25,23025.37,0.001,None,Bias not met
2026-03-30,16:57:37,2675,23025.25,23025.34,0.000,None,Bias not met
2026-03-30,16:57:37,2676,23025.00,23025.26,0.001,None,Bias not met
2026-03-30,16:57:37,2677,23025.00,23025.19,0.001,None,Bias not met
2026-03-30,16:57:37,2678,23025.00,23025.14,0.001,None,Bias not met
2026-03-30,16:57:37,2679,23025.00,23025.11,0.000,None,Bias not met
2026-03-30,16:57:37,2680,23025.00,23025.08,0.000,None,Bias not met
2026-03-30,16:57:37,2681,23025.00,23025.06,0.000,None,Bias not met
2026-03-30,16:57:37,2682,23024.75,23024.98,0.001,None,Bias not met
2026-03-30,16:57:37,2683,23024.75,23024.92,0.001,None,Bias not met
2026-03-30,16:57:37,2684,23025.00,23024.94,0.000,None,Bias not met
2026-03-30,16:57:37,2685,23025.00,23024.96,0.000,None,Bias not met
2026-03-30,16:57:37,2686,23025.25,23025.03,0.001,None,Bias not met
2026-03-30,16:57:37,2687,23025.25,23025.09,0.001,None,Bias not met
2026-03-30,16:57:37,2688,23025.00,23025.06,0.000,None,Bias not met
2026-03-30,16:57:37,2689,23025.25,23025.11,0.001,None,Bias not met
2026-03-30,16:57:37,2690,23025.25,23025.15,0.000,None,Bias not met
2026-03-30,16:57:37,2691,23025.25,23025.17,0.000,None,Bias not met
2026-03-30,16:57:37,2692,23025.50,23025.25,0.001,None,Bias not met
2026-03-30,16:57:37,2693,23025.50,23025.32,0.001,None,Bias not met
2026-03-30,16:57:37,2694,23025.50,23025.36,0.001,None,Bias not met
2026-03-30,16:57:37,2695,23025.50,23025.40,0.000,None,Bias not met
2026-03-30,16:57:37,2696,23025.75,23025.48,0.001,None,Bias not met
2026-03-30,16:57:37,2697,23024.75,23025.30,0.002,None,Bias not met
2026-03-30,16:57:38,2698,23024.75,23025.16,0.002,None,Bias not met
2026-03-30,16:57:38,2699,23025.25,23025.18,0.000,None,Bias not met
2026-03-30,16:57:38,2700,23025.00,23025.14,0.001,None,Bias not met
2026-03-30,16:57:38,2701,23024.75,23025.04,0.001,None,Bias not met
2026-03-30,16:57:38,2702,23024.50,23024.91,0.002,None,Bias not met
2026-03-30,16:57:38,2703,23024.50,23024.80,0.001,None,Bias not met
2026-03-30,16:57:38,2704,23024.50,23024.73,0.001,None,Bias not met
2026-03-30,16:57:38,2705,23024.50,23024.67,0.001,None,Bias not met
2026-03-30,16:57:38,2706,23024.25,23024.57,0.001,None,Bias not met
2026-03-30,16:57:38,2707,23024.25,23024.49,0.001,None,Bias not met
2026-03-30,16:57:38,2708,23024.25,23024.43,0.001,None,Bias not met
2026-03-30,16:57:38,2709,23024.25,23024.38,0.001,None,Bias not met
2026-03-30,16:57:38,2710,23024.25,23024.35,0.000,None,Bias not met
2026-03-30,16:57:38,2711,23024.25,23024.32,0.000,None,Bias not met
2026-03-30,16:57:38,2712,23024.25,23024.31,0.000,None,Bias not met
2026-03-30,16:57:38,2713,23025.00,23024.48,0.002,None,Bias not met
2026-03-30,16:57:38,2714,23024.50,23024.48,0.000,None,Bias not met
2026-03-30,16:57:38,2715,23024.50,23024.49,0.000,None,Bias not met
2026-03-30,16:57:38,2716,23024.25,23024.43,0.001,None,Bias not met
2026-03-30,16:57:38,2717,23024.25,23024.38,0.001,None,Bias not met
2026-03-30,16:57:38,2718,23024.25,23024.35,0.000,None,Bias not met
2026-03-30,16:57:38,2719,23024.25,23024.33,0.000,None,Bias not met
2026-03-30,16:57:38,2720,23024.00,23024.24,0.001,None,Bias not met
2026-03-30,16:57:38,2721,23024.25,23024.25,0.000,None,Bias not met
2026-03-30,16:57:38,2722,23024.25,23024.25,0.000,None,Bias not met
2026-03-30,16:57:38,2723,23024.00,23024.19,0.001,None,Bias not met
2026-03-30,16:57:38,2724,23024.25,23024.20,0.000,None,Bias not met
2026-03-30,16:57:38,2725,23024.25,23024.21,0.000,None,Bias not met
2026-03-30,16:57:38,2726,23024.25,23024.22,0.000,None,Bias not met
2026-03-30,16:57:38,2727,23024.25,23024.23,0.000,None,Bias not met
2026-03-30,16:57:38,2728,23024.25,23024.23,0.000,None,Bias not met
2026-03-30,16:57:38,2729,23024.25,23024.24,0.000,None,Bias not met
2026-03-30,16:57:38,2730,23024.25,23024.24,0.000,None,Bias not met
2026-03-30,16:57:38,2731,23023.75,23024.12,0.002,None,Bias not met
2026-03-30,16:57:38,2732,23023.75,23024.03,0.001,None,Bias not met
2026-03-30,16:57:38,2733,23024.00,23024.02,0.000,None,Bias not met
2026-03-30,16:57:38,2734,23024.25,23024.08,0.001,None,Bias not met
2026-03-30,16:57:39,2735,23024.50,23024.18,0.001,None,Bias not met
2026-03-30,16:57:39,2736,23024.25,23024.20,0.000,None,Bias not met
2026-03-30,16:57:39,2737,23024.25,23024.21,0.000,None,Bias not met
2026-03-30,16:57:39,2738,23024.00,23024.16,0.001,None,Bias not met
2026-03-30,16:57:39,2739,23024.00,23024.12,0.001,None,Bias not met
2026-03-30,16:57:39,2740,23025.00,23024.34,0.003,None,Bias not met
2026-03-30,16:57:39,2741,23025.00,23024.50,0.002,None,Bias not met
2026-03-30,16:57:39,2742,23025.00,23024.63,0.002,None,Bias not met
2026-03-30,16:57:39,2743,23025.00,23024.72,0.001,None,Bias not met
2026-03-30,16:57:39,2744,23025.00,23024.79,0.001,None,Bias not met
2026-03-30,16:57:39,2745,23025.00,23024.84,0.001,None,Bias not met
2026-03-30,16:57:39,2746,23025.25,23024.94,0.001,None,Bias not met
2026-03-30,16:57:39,2747,23025.50,23025.08,0.002,None,Bias not met
2026-03-30,16:57:39,2748,23025.25,23025.13,0.001,None,Bias not met
2026-03-30,16:57:39,2749,23025.25,23025.16,0.000,None,Bias not met
2026-03-30,16:57:39,2750,23025.25,23025.18,0.000,None,Bias not met
2026-03-30,16:57:39,2751,23025.50,23025.26,0.001,None,Bias not met
2026-03-30,16:57:39,2752,23025.50,23025.32,0.001,None,Bias not met
2026-03-30,16:57:39,2753,23025.50,23025.36,0.001,None,Bias not met
2026-03-30,16:57:39,2754,23025.50,23025.40,0.000,None,Bias not met
2026-03-30,16:57:39,2755,23025.50,23025.42,0.000,None,Bias not met
2026-03-30,16:57:39,2756,23025.50,23025.44,0.000,None,Bias not met
2026-03-30,16:57:39,2757,23025.75,23025.52,0.001,None,Bias not met
2026-03-30,16:57:39,2758,23025.75,23025.58,0.001,None,Bias not met
2026-03-30,16:57:39,2759,23025.75,23025.62,0.001,None,Bias not met
2026-03-30,16:57:39,2760,23026.00,23025.72,0.001,None,Bias not met
2026-03-30,16:57:39,2761,23026.00,23025.79,0.001,None,Bias not met
2026-03-30,16:57:39,2762,23026.00,23025.84,0.001,None,Bias not met
2026-03-30,16:57:39,2763,23026.00,23025.88,0.001,None,Bias not met
2026-03-30,16:57:39,2764,23026.25,23025.97,0.001,None,Bias not met
2026-03-30,16:57:39,2765,23026.25,23026.04,0.001,None,Bias not met
2026-03-30,16:57:39,2766,23026.25,23026.09,0.001,None,Bias not met
2026-03-30,16:57:39,2767,23026.25,23026.13,0.001,None,Bias not met
2026-03-30,16:57:39,2768,23026.25,23026.16,0.000,None,Bias not met
2026-03-30,16:57:39,2769,23026.50,23026.25,0.001,None,Bias not met
